N,P,K,temperature,humidity,ph,rainfall,label
52.1,50.25,48.07,29.24,91.84,6.61,155.68,papaya
38.71,59.28,54.47,26.52,92.22,6.5,129.2,papaya
55.14,61.1,50.15,38.17,95.05,6.92,117.57,papaya
38.39,55.47,48.11,35.87,91.32,6.74,189.0,papaya
49.19,52.77,52.35,23.64,92.17,6.75,145.84,papaya
51.44,60.55,49.93,31.57,92.09,6.69,186.35,papaya
44.83,61.73,50.04,30.76,93.12,6.68,178.5,papaya
51.7,54.52,51.06,36.37,93.66,6.85,170.79,papaya
40.98,69.74,47.19,38.48,92.93,6.63,138.47,papaya
49.37,64.03,48.57,32.12,90.16,6.92,88.8,papaya
52.62,56.99,49.8,37.75,94.17,6.78,179.39,papaya
52.63,62.59,49.07,39.15,93.61,6.86,110.34,papaya
48.65,58.7,47.26,41.87,92.49,6.78,114.71,papaya
39.38,54.48,50.44,37.04,92.66,6.78,127.31,papaya
53.97,64.91,51.41,37.75,92.79,6.6,90.16,papaya
53.64,57.45,50.88,42.3,93.23,6.88,149.97,papaya
43.54,57.21,48.39,41.68,93.29,6.8,209.89,papaya
33.84,60.44,47.38,33.46,92.19,6.82,156.98,papaya
60.76,54.49,51.42,34.35,90.86,6.66,137.13,papaya
58.9,59.82,47.66,32.76,94.52,6.76,127.82,papaya
53.93,61.32,49.09,36.14,92.17,6.82,153.91,papaya
53.86,53.7,48.36,38.46,92.42,6.78,128.91,papaya
57.19,54.46,49.73,37.63,93.67,6.7,247.88,papaya
52.51,52.29,50.74,31.49,92.93,6.75,148.9,papaya
42.71,62.45,47.69,27.68,92.87,6.91,126.49,papaya
55.61,62.87,51.63,31.87,91.41,6.53,131.2,papaya
59.42,51.88,51.4,28.51,92.61,6.82,110.38,papaya
51.36,55.42,51.41,34.74,92.56,6.91,179.77,papaya
44.48,57.07,49.85,33.92,95.02,6.79,38.12,papaya
45.66,47.84,49.34,23.07,91.63,6.6,165.17,papaya
50.0,59.01,49.79,26.18,93.01,6.94,166.48,papaya
46.59,50.36,48.18,35.88,93.57,6.78,186.99,papaya
55.66,60.03,48.68,34.41,91.65,6.75,162.37,papaya
63.43,50.95,50.96,41.28,93.26,6.83,175.85,papaya
60.39,52.06,47.23,33.47,90.34,6.87,209.09,papaya
46.53,55.65,49.86,33.77,92.63,6.81,135.94,papaya
57.55,59.73,48.79,40.51,91.14,6.74,195.76,papaya
44.22,59.05,51.09,28.98,92.43,6.73,116.03,papaya
68.41,53.68,52.01,31.44,91.41,6.76,179.08,papaya
57.36,65.31,55.89,34.82,91.84,6.8,131.02,papaya
57.41,51.01,54.74,37.99,90.82,6.68,187.84,papaya
59.41,51.14,51.43,23.28,92.41,6.86,116.05,papaya
37.94,58.23,48.79,36.81,91.61,6.67,38.9,papaya
51.36,56.7,47.62,34.52,93.53,6.73,159.08,papaya
52.19,51.48,54.11,31.03,93.16,6.83,137.67,papaya
54.85,58.73,47.16,31.76,91.89,6.7,76.54,papaya
59.01,65.51,51.96,40.17,92.16,6.69,104.12,papaya
55.15,58.64,49.85,40.3,92.9,6.67,109.25,papaya
55.46,62.71,51.1,43.46,94.14,6.79,100.97,papaya
39.52,55.56,51.51,43.09,92.92,6.87,132.12,papaya
54.98,61.62,46.04,31.33,93.45,6.78,82.18,papaya
30.56,55.67,49.86,28.86,92.64,6.8,180.21,papaya
31.15,50.93,49.39,36.5,92.99,6.8,124.87,papaya
47.38,53.86,51.54,28.67,93.35,6.77,142.64,papaya
44.75,50.72,48.7,31.77,90.13,6.73,193.53,papaya
54.54,55.02,50.09,30.58,92.65,6.9,195.85,papaya
54.17,55.04,51.5,24.64,92.25,6.81,183.87,papaya
55.36,58.97,49.61,36.32,91.55,6.67,148.24,papaya
51.39,48.37,50.91,37.56,92.42,6.99,109.15,papaya
47.11,55.52,49.85,31.77,91.09,6.7,139.87,papaya
59.83,68.51,52.67,29.43,91.8,6.73,238.69,papaya
48.68,50.86,49.0,37.47,93.19,6.73,180.88,papaya
31.81,58.02,51.72,29.13,91.66,6.56,228.47,papaya
44.24,58.71,51.21,41.44,92.35,6.7,154.09,papaya
60.27,56.65,48.09,25.41,91.28,6.84,128.17,papaya
45.14,53.92,50.17,32.24,92.23,6.88,225.75,papaya
37.12,59.14,48.45,32.2,92.81,6.73,157.1,papaya
55.38,58.97,48.71,30.2,91.06,6.66,248.01,papaya
43.66,51.53,50.64,32.92,92.3,6.89,173.83,papaya
45.76,55.38,48.99,38.09,92.19,6.57,142.46,papaya
37.7,68.42,48.07,32.65,92.76,6.72,129.77,papaya
53.37,65.13,51.54,41.26,91.45,6.78,153.15,papaya
52.81,64.38,49.56,31.37,93.03,6.57,132.57,papaya
48.93,52.9,52.11,27.92,92.36,6.78,216.06,papaya
49.92,62.18,51.4,34.15,91.41,6.61,150.59,papaya
45.66,62.1,51.49,32.53,91.34,6.8,91.56,papaya
43.93,52.6,49.72,39.64,92.49,6.71,64.91,papaya
54.42,53.6,50.24,31.64,93.34,6.73,141.91,papaya
53.89,68.03,51.78,33.03,92.5,6.7,95.13,papaya
45.58,53.64,51.31,27.88,93.83,6.83,146.08,papaya
50.0,54.71,50.54,39.21,91.8,6.6,181.92,papaya
52.59,51.9,48.53,28.99,91.78,6.72,131.01,papaya
44.79,53.71,49.54,34.38,92.18,6.87,171.67,papaya
37.27,60.12,51.21,31.22,91.0,6.75,144.6,papaya
41.03,50.24,49.82,32.28,92.08,6.74,87.1,papaya
46.52,60.17,49.3,24.72,92.03,6.64,159.02,papaya
52.55,49.21,51.52,27.66,94.06,6.75,79.56,papaya
40.86,59.24,49.22,32.99,94.11,6.68,148.15,papaya
61.36,58.85,46.79,36.15,91.34,6.89,101.8,papaya
73.76,64.84,48.41,33.61,93.25,6.83,168.22,papaya
33.76,16.89,29.27,26.65,96.72,6.07,187.28,coconut
31.48,7.24,30.62,27.22,98.34,5.69,218.93,coconut
27.88,19.94,33.35,27.56,95.8,6.05,167.91,coconut
27.36,13.92,29.91,24.66,95.86,5.98,171.59,coconut
28.6,10.33,33.86,26.9,94.71,5.81,180.6,coconut
34.43,22.68,31.71,27.55,94.28,5.71,174.97,coconut
26.32,22.74,30.62,28.61,97.39,5.91,135.12,coconut
34.43,24.3,27.27,28.51,95.76,6.03,220.37,coconut
34.22,20.76,30.95,27.62,94.2,5.99,157.44,coconut
25.83,15.67,28.73,27.14,94.35,6.1,139.44,coconut
26.93,18.16,29.38,26.83,91.83,6.07,196.19,coconut
29.97,22.69,30.4,27.48,95.31,6.14,140.57,coconut
23.03,25.43,25.08,26.86,97.34,5.98,169.87,coconut
28.15,15.73,30.06,26.32,97.22,6.28,176.67,coconut
20.57,14.88,29.63,27.51,92.98,5.85,192.77,coconut
32.19,14.39,27.33,30.28,96.57,5.95,201.73,coconut
26.88,21.84,30.32,27.09,94.77,5.71,228.45,coconut
22.79,10.7,29.57,26.04,94.9,6.14,204.88,coconut
31.57,15.97,30.1,27.41,91.48,6.11,143.57,coconut
37.7,15.48,29.63,26.23,93.74,6.45,203.51,coconut
19.75,25.02,32.39,26.72,95.61,6.0,229.31,coconut
23.52,18.23,29.14,25.57,99.38,5.76,185.5,coconut
18.8,15.5,30.84,26.18,96.17,5.95,209.0,coconut
34.31,14.57,30.15,27.18,96.24,6.0,184.76,coconut
26.28,18.08,32.6,27.65,96.4,6.14,176.15,coconut
29.09,12.07,32.54,24.22,94.83,6.23,145.9,coconut
29.5,14.1,29.26,27.95,95.4,5.59,155.59,coconut
32.38,19.74,33.5,28.68,94.32,6.5,180.61,coconut
22.69,14.33,25.49,28.61,98.19,5.8,174.3,coconut
27.98,12.7,26.49,26.79,94.36,5.92,185.57,coconut
34.65,15.98,30.34,27.73,96.11,5.88,182.41,coconut
30.24,11.86,32.53,28.43,93.55,6.04,196.06,coconut
24.77,19.91,30.33,25.53,95.92,5.78,203.48,coconut
24.14,16.69,32.74,27.5,92.84,5.8,165.02,coconut
29.47,19.29,28.31,25.83,95.56,5.96,233.93,coconut
27.68,26.57,27.66,25.43,92.76,6.24,223.9,coconut
23.59,15.2,27.66,25.19,96.44,6.04,180.26,coconut
20.5,25.7,28.99,27.53,92.09,5.96,187.28,coconut
29.14,18.27,30.99,25.87,95.39,6.02,185.79,coconut
27.86,11.13,27.36,24.79,96.64,6.17,201.09,coconut
29.03,6.83,27.95,27.17,95.27,5.96,189.22,coconut
27.56,18.1,28.72,27.98,94.14,5.73,160.73,coconut
25.76,22.47,29.92,26.81,92.5,6.16,163.7,coconut
27.0,24.9,31.02,25.37,91.46,5.99,149.68,coconut
30.74,17.71,30.33,26.29,98.48,6.57,173.04,coconut
29.27,17.99,29.48,26.17,92.83,5.77,190.13,coconut
24.9,4.61,30.89,26.96,97.69,6.07,143.03,coconut
16.35,13.9,28.75,27.94,94.98,6.23,146.88,coconut
32.33,21.1,25.96,28.32,95.19,6.08,158.38,coconut
33.88,11.57,31.66,27.82,93.05,6.4,185.79,coconut
30.77,9.86,34.24,25.78,97.05,5.8,164.53,coconut
31.44,22.64,27.46,28.09,97.09,5.81,219.97,coconut
20.22,14.38,30.96,26.15,95.53,6.05,175.32,coconut
31.66,16.36,30.46,28.15,96.58,6.16,151.27,coconut
30.12,13.11,27.44,26.93,93.19,6.16,200.36,coconut
17.99,13.36,27.08,26.54,95.91,5.95,165.26,coconut
34.0,5.98,32.47,26.46,94.84,5.89,218.57,coconut
21.35,17.56,31.05,25.39,93.16,5.97,157.83,coconut
23.42,15.75,31.3,26.66,97.16,5.8,148.7,coconut
37.13,14.21,27.38,25.26,97.15,5.93,173.66,coconut
26.7,22.56,29.64,29.34,95.27,6.21,200.13,coconut
27.32,14.57,30.66,27.51,93.85,6.03,210.91,coconut
37.85,21.77,33.73,26.37,96.4,6.27,157.59,coconut
25.07,26.19,28.05,25.66,98.06,6.24,190.8,coconut
27.27,15.31,30.56,28.58,95.48,6.43,157.55,coconut
27.4,15.63,27.83,26.85,95.83,6.1,234.26,coconut
29.82,23.25,30.13,28.68,99.8,6.11,155.18,coconut
24.76,18.91,30.91,27.7,95.92,6.0,164.1,coconut
29.51,26.77,32.04,27.53,97.06,5.93,167.29,coconut
23.76,16.87,29.16,28.21,94.05,5.84,228.56,coconut
25.24,18.27,30.9,25.86,97.47,6.13,218.96,coconut
24.1,18.0,30.08,27.26,92.09,6.02,144.34,coconut
29.29,6.86,26.3,27.82,93.91,5.8,211.77,coconut
29.14,21.86,29.67,29.68,93.79,6.35,178.47,coconut
19.23,19.91,30.63,25.95,93.16,6.0,188.74,coconut
15.15,22.77,29.01,25.67,96.88,6.0,210.4,coconut
29.69,17.49,29.69,27.48,94.17,5.83,195.25,coconut
26.78,17.67,32.18,26.89,95.03,5.88,190.77,coconut
29.25,22.0,28.84,26.54,96.58,6.05,157.34,coconut
34.03,9.01,31.57,25.73,98.77,5.69,208.81,coconut
27.09,15.67,30.37,27.63,93.19,5.84,196.24,coconut
18.96,14.58,36.08,26.03,97.3,5.88,192.73,coconut
30.77,23.14,29.6,28.99,93.82,6.05,186.13,coconut
21.89,16.07,30.32,26.57,99.88,5.83,209.49,coconut
31.78,17.43,28.27,26.23,93.96,5.64,154.91,coconut
20.09,24.23,31.24,27.79,96.18,6.03,216.52,coconut
24.45,18.03,31.49,25.68,100.0,6.01,183.55,coconut
33.78,22.07,30.08,27.13,91.99,5.89,192.93,coconut
29.72,23.61,29.76,25.61,97.11,6.29,202.46,coconut
26.68,22.72,36.86,27.12,92.38,5.88,195.64,coconut
19.48,18.35,30.76,28.54,97.62,6.17,125.93,coconut
32.11,21.03,30.51,25.27,93.45,5.77,129.62,coconut
27.49,13.51,35.25,26.83,97.59,5.69,166.75,coconut
27.98,12.96,29.16,26.78,94.53,6.37,189.46,coconut
29.9,20.2,31.23,26.92,94.36,6.03,208.92,coconut
33.13,16.3,31.54,26.81,95.07,5.91,175.46,coconut
34.21,17.96,30.27,25.55,94.38,5.95,159.27,coconut
27.61,15.35,30.16,27.12,93.09,5.92,181.93,coconut
33.42,18.78,28.68,27.4,98.42,6.18,193.69,coconut
31.13,24.7,32.15,27.57,97.14,5.78,142.44,coconut
121.26,47.84,18.91,24.83,76.27,6.79,75.15,cotton
106.91,54.97,17.28,23.41,81.82,7.26,68.92,cotton
125.46,48.95,24.67,24.4,79.72,6.66,72.56,cotton
113.39,54.36,20.04,24.57,83.03,6.06,92.79,cotton
120.44,49.68,18.34,23.24,80.98,7.95,90.03,cotton
130.12,46.54,18.8,23.22,79.02,6.18,72.75,cotton
115.52,46.62,20.26,24.36,79.97,6.77,60.37,cotton
115.4,42.64,20.93,24.91,81.88,7.3,78.66,cotton
115.82,43.76,16.99,24.99,79.65,6.5,71.74,cotton
113.06,47.72,22.13,23.65,75.49,6.92,78.44,cotton
118.2,44.36,20.43,24.07,79.95,7.17,75.7,cotton
116.11,54.4,21.12,24.83,82.45,7.21,89.28,cotton
107.37,48.52,19.63,25.68,81.86,6.75,83.73,cotton
121.34,49.77,17.96,24.36,79.54,7.11,72.76,cotton
115.32,53.37,17.9,23.02,79.9,6.69,71.15,cotton
120.84,39.97,17.98,26.05,80.92,6.7,84.18,cotton
124.54,52.47,19.75,24.98,75.92,6.58,81.64,cotton
122.64,42.94,20.52,23.38,79.45,7.41,89.09,cotton
112.02,42.21,19.18,23.97,78.68,7.42,83.47,cotton
123.25,41.17,22.33,21.18,81.67,7.37,75.68,cotton
130.18,47.18,20.12,24.34,86.37,7.54,87.01,cotton
112.7,48.22,18.37,24.82,80.28,6.55,80.81,cotton
113.2,48.26,18.28,24.03,81.5,6.98,76.09,cotton
121.63,50.99,17.79,24.26,82.64,7.23,80.58,cotton
125.12,49.76,21.51,21.98,76.89,7.4,64.95,cotton
123.21,45.74,18.01,24.35,80.4,7.84,73.75,cotton
131.52,49.26,18.68,24.8,81.13,7.01,82.66,cotton
115.22,43.37,21.52,23.78,79.84,7.11,82.65,cotton
108.57,53.93,20.24,23.8,80.86,7.09,87.67,cotton
124.3,51.09,22.7,24.88,79.68,6.55,96.68,cotton
118.1,45.13,16.53,24.34,80.3,6.39,84.53,cotton
116.01,60.95,18.86,23.56,78.25,7.51,76.27,cotton
114.2,51.03,17.24,24.63,83.56,7.23,86.38,cotton
126.96,56.05,22.42,24.44,81.81,6.65,87.76,cotton
111.96,45.66,13.83,24.4,78.71,7.44,83.9,cotton
128.99,42.08,22.08,26.11,81.53,7.32,81.7,cotton
115.8,51.31,16.99,23.58,76.46,6.72,86.42,cotton
124.04,47.75,20.34,22.11,79.25,6.73,73.41,cotton
124.8,43.2,18.79,21.91,79.41,6.56,80.79,cotton
112.39,48.02,19.71,25.67,80.99,6.26,67.35,cotton
120.44,42.85,14.06,25.35,81.44,7.21,73.93,cotton
123.42,43.98,20.41,23.08,83.03,6.37,92.32,cotton
120.31,45.05,20.33,24.73,82.73,7.13,71.09,cotton
120.45,56.58,22.7,24.91,81.59,7.28,91.59,cotton
116.35,40.72,20.14,23.18,77.89,6.71,104.85,cotton
121.09,49.31,17.56,22.16,78.36,7.58,83.34,cotton
124.79,51.19,18.82,25.39,78.73,7.56,84.42,cotton
105.69,43.76,16.43,25.16,79.95,6.11,83.76,cotton
115.7,40.08,23.36,24.11,79.41,6.84,64.87,cotton
109.56,53.92,19.05,24.02,75.91,6.47,86.1,cotton
123.02,56.27,22.69,23.77,80.95,6.87,100.55,cotton
129.19,48.35,20.4,25.44,81.16,7.62,58.06,cotton
123.69,44.92,23.51,25.55,80.07,7.61,97.83,cotton
120.6,59.86,19.94,23.79,81.73,6.86,80.85,cotton
131.28,47.6,16.61,24.37,78.61,7.35,86.96,cotton
131.77,52.04,22.18,23.33,81.61,7.79,73.11,cotton
134.4,44.75,18.3,24.3,81.43,7.36,70.38,cotton
123.48,44.07,17.02,23.07,78.5,7.21,91.52,cotton
108.21,49.26,17.65,24.63,78.75,6.58,88.0,cotton
115.3,45.92,15.56,24.95,81.64,7.0,64.72,cotton
129.67,44.17,19.09,26.31,78.59,7.3,85.62,cotton
123.12,48.91,20.75,24.27,79.9,7.6,66.87,cotton
128.17,51.61,21.4,25.12,79.81,6.25,79.28,cotton
112.07,43.84,17.52,23.52,78.81,6.05,87.0,cotton
137.76,50.53,19.59,23.95,79.16,7.04,79.63,cotton
113.27,55.91,17.03,24.72,79.8,7.76,83.41,cotton
117.12,46.26,20.08,22.86,78.47,6.29,70.77,cotton
120.75,49.0,16.04,23.86,81.13,6.93,73.66,cotton
116.7,44.8,18.73,24.17,84.62,6.7,76.82,cotton
119.59,44.06,22.2,21.63,78.94,7.33,77.06,cotton
113.43,49.7,21.81,24.21,78.4,7.18,75.98,cotton
125.96,54.92,14.79,24.11,76.53,7.98,75.32,cotton
125.97,47.32,18.39,23.08,83.17,7.38,99.44,cotton
120.44,48.94,19.47,23.71,77.92,7.03,72.11,cotton
123.54,48.35,20.58,25.68,79.92,7.3,100.52,cotton
130.45,53.27,19.39,24.23,77.36,7.2,82.74,cotton
120.19,52.64,17.58,25.63,81.8,6.97,78.51,cotton
123.84,55.1,20.2,24.14,80.04,7.71,76.31,cotton
119.76,54.82,20.29,25.14,78.18,6.92,94.84,cotton
114.59,46.74,20.51,23.01,79.17,7.05,80.47,cotton
130.24,55.21,18.29,24.11,81.35,7.61,87.18,cotton
122.33,50.83,21.35,23.07,80.39,7.58,77.93,cotton
121.04,46.29,15.37,24.02,80.6,6.8,68.45,cotton
112.96,51.32,23.95,25.38,77.31,7.34,73.37,cotton
115.34,45.19,21.41,24.96,79.8,6.97,84.64,cotton
124.54,53.38,17.43,24.02,77.86,6.98,77.74,cotton
119.63,43.5,17.03,21.91,79.74,6.83,73.24,cotton
130.58,43.2,22.83,25.62,76.1,7.04,76.0,cotton
96.71,40.28,21.55,26.02,81.81,7.13,79.79,cotton
133.46,58.24,18.83,22.0,75.8,7.53,79.53,cotton
121.47,38.55,18.49,23.7,80.42,6.84,69.63,cotton
113.72,53.54,20.49,24.61,78.2,5.82,74.77,cotton
113.07,49.25,26.57,24.7,85.47,7.23,73.7,cotton
122.78,56.4,23.66,23.42,80.51,6.43,88.25,cotton
132.43,47.7,18.67,24.36,80.83,7.03,81.79,cotton
118.61,52.48,21.47,23.02,77.98,6.9,87.37,cotton
121.18,44.28,20.52,23.67,81.76,7.13,76.85,cotton
121.85,54.08,18.86,24.4,79.86,7.17,73.45,cotton
120.88,53.04,18.13,22.67,77.42,6.53,85.95,cotton
108.75,46.01,21.24,24.42,79.23,7.08,81.07,cotton
78.21,46.45,44.47,25.11,89.92,6.6,173.94,jute
69.34,43.45,43.8,24.11,87.68,6.38,161.83,jute
77.27,47.18,41.85,24.84,78.33,6.71,171.01,jute
72.68,43.06,42.06,23.13,86.47,6.65,165.34,jute
85.92,54.93,42.24,24.88,84.35,6.24,168.48,jute
72.71,53.62,39.23,25.13,82.14,6.49,167.66,jute
90.35,43.62,40.25,23.91,78.74,6.74,165.21,jute
72.32,48.93,38.31,23.89,76.24,6.73,186.8,jute
92.05,43.87,44.3,23.75,84.33,6.53,164.11,jute
74.04,47.24,41.16,25.0,76.22,6.45,163.54,jute
79.11,46.45,38.1,24.7,89.05,6.6,169.58,jute
84.48,44.71,41.34,23.96,87.33,6.85,167.25,jute
75.29,44.93,42.75,23.55,77.33,6.58,174.8,jute
77.83,40.04,39.2,24.43,77.49,6.96,186.49,jute
79.37,48.65,35.68,24.18,84.02,6.62,165.78,jute
98.22,56.6,40.94,25.35,71.1,6.51,169.13,jute
78.11,45.05,34.9,24.79,82.17,7.23,165.15,jute
73.04,34.1,39.41,25.18,77.55,7.39,171.79,jute
81.18,40.68,40.57,23.02,82.77,6.97,191.99,jute
71.84,48.3,41.13,24.83,76.54,6.03,179.34,jute
78.78,44.67,41.53,24.47,74.72,6.17,160.89,jute
99.14,51.11,40.38,24.36,79.01,7.1,168.87,jute
84.62,45.76,43.88,25.06,84.98,6.57,188.23,jute
77.5,48.05,43.27,23.72,80.81,6.88,181.5,jute
76.39,57.93,37.41,25.59,84.86,7.32,155.15,jute
73.05,54.96,36.25,23.3,78.05,6.81,194.9,jute
78.52,44.46,40.62,24.85,81.76,6.7,150.56,jute
72.66,54.6,40.37,24.26,84.47,6.41,172.18,jute
81.1,45.29,40.2,24.36,74.4,6.8,158.4,jute
81.32,54.37,39.44,23.62,79.49,6.5,182.43,jute
78.82,56.05,42.33,24.39,82.86,6.63,175.42,jute
77.11,51.33,42.87,25.1,83.69,7.03,181.89,jute
70.89,56.0,43.61,24.32,78.52,6.93,181.89,jute
78.38,41.25,40.61,24.91,82.9,6.85,171.61,jute
87.95,47.83,39.07,24.36,73.02,6.7,183.61,jute
82.72,55.1,39.47,24.87,83.17,7.45,176.81,jute
71.65,51.74,43.73,24.26,83.36,7.12,187.71,jute
81.0,44.01,39.84,24.84,83.63,6.85,170.25,jute
84.44,51.8,40.76,23.87,79.27,7.03,157.71,jute
63.25,55.04,41.02,24.96,75.69,6.97,178.44,jute
67.33,54.62,40.32,24.2,78.49,6.15,182.42,jute
82.09,46.53,42.56,23.46,77.61,6.49,171.52,jute
80.54,49.65,39.31,23.84,86.74,7.47,176.79,jute
73.95,54.88,37.11,24.25,77.22,6.4,171.5,jute
73.09,47.56,40.05,24.03,78.52,6.68,185.12,jute
78.81,51.62,41.17,24.93,85.55,6.41,169.09,jute
94.11,46.21,34.37,24.35,80.54,5.96,191.67,jute
74.29,49.14,39.55,23.53,75.72,6.47,188.57,jute
78.82,44.89,38.13,25.4,85.86,7.11,181.16,jute
82.32,41.42,39.51,23.99,72.7,7.07,166.3,jute
89.57,51.91,41.11,24.96,77.54,7.31,175.54,jute
82.42,44.25,38.14,24.86,80.87,6.51,157.02,jute
69.84,53.48,38.77,24.25,85.8,6.41,165.91,jute
73.85,55.59,43.99,25.06,83.13,6.58,199.34,jute
82.14,51.77,39.79,24.3,86.65,6.91,193.14,jute
82.04,43.26,38.83,24.58,77.49,6.42,190.02,jute
75.64,48.19,40.59,24.06,85.8,6.41,178.27,jute
81.97,47.23,37.41,25.15,82.97,6.55,183.84,jute
83.0,41.1,38.29,25.35,81.24,6.58,164.27,jute
75.88,45.28,38.31,23.19,84.56,7.04,159.08,jute
81.09,42.99,39.48,24.24,78.29,7.35,169.5,jute
73.53,43.69,42.09,23.26,76.95,7.18,178.05,jute
81.54,58.16,40.49,23.97,78.87,6.41,190.7,jute
84.6,53.12,42.43,24.19,76.22,6.73,164.09,jute
81.32,53.16,39.66,24.61,79.62,6.99,166.65,jute
62.43,49.85,41.98,24.83,77.44,6.41,181.18,jute
81.13,46.87,43.64,23.79,87.1,6.76,152.06,jute
78.57,52.3,39.27,23.39,79.34,6.49,181.15,jute
86.19,42.22,38.59,25.07,76.56,6.43,160.27,jute
82.82,49.05,38.63,24.5,86.11,6.46,150.6,jute
83.64,46.95,38.58,24.99,83.36,6.09,166.84,jute
98.54,50.42,41.35,25.38,80.07,6.99,183.98,jute
84.31,45.89,40.34,24.06,80.05,6.4,165.12,jute
77.74,42.78,38.99,24.38,81.61,7.03,169.2,jute
90.68,52.19,41.01,24.62,81.28,7.11,190.29,jute
90.68,47.71,41.11,25.51,77.51,6.65,175.2,jute
87.2,52.08,39.54,23.37,80.98,6.47,156.38,jute
69.89,49.13,42.72,24.53,80.85,7.1,155.69,jute
84.16,47.44,41.13,24.14,76.73,6.79,195.61,jute
86.89,44.96,37.32,23.24,85.26,6.46,170.93,jute
90.57,39.43,42.98,24.31,75.41,6.68,165.97,jute
83.53,44.26,36.18,24.33,74.57,6.81,160.16,jute
76.1,48.41,39.58,24.69,82.72,6.4,174.2,jute
53.36,48.74,39.4,23.76,81.26,7.1,169.05,jute
72.44,48.33,37.33,24.0,84.89,6.77,151.51,jute
65.62,48.31,41.72,23.29,81.8,7.15,198.6,jute
82.65,50.03,35.73,26.07,77.7,6.47,171.81,jute
92.09,58.54,40.25,25.25,80.17,6.44,193.46,jute
75.02,55.18,42.6,24.96,87.32,7.42,172.81,jute
73.53,38.18,44.49,24.17,84.54,6.53,194.23,jute
74.4,41.54,39.58,24.1,82.39,6.73,182.85,jute
77.67,44.17,38.83,26.03,80.9,6.15,168.5,jute
80.77,56.73,42.06,23.81,89.67,6.74,190.58,jute
70.76,35.51,37.18,22.06,88.45,6.81,163.44,jute
83.62,48.45,41.24,25.41,78.84,6.49,185.35,jute
86.42,48.0,44.36,24.17,76.4,6.88,166.56,jute
83.96,43.33,39.2,25.92,78.38,6.51,189.63,jute
71.59,44.04,41.15,25.2,84.88,6.53,182.45,jute
76.27,44.47,42.41,24.09,81.11,6.8,161.62,jute
87.73,50.3,36.03,24.71,76.91,7.08,156.93,jute
97.15,29.31,30.11,26.45,53.93,7.25,168.66,coffee
110.88,31.87,29.98,23.89,57.75,7.23,186.94,coffee
95.04,13.41,29.57,25.14,59.0,6.91,176.12,coffee
107.92,29.73,26.4,25.07,69.22,6.86,165.32,coffee
102.88,29.58,25.23,25.2,59.85,7.13,158.51,coffee
86.83,29.65,28.39,23.98,56.66,6.91,184.25,coffee
103.86,30.66,30.95,25.63,62.79,6.02,159.86,coffee
91.64,33.31,29.71,25.54,53.98,7.06,170.83,coffee
104.46,23.43,28.45,25.78,57.22,6.88,111.58,coffee
96.1,36.48,30.88,25.71,67.94,6.05,140.17,coffee
96.79,31.79,31.75,24.42,63.99,6.63,183.25,coffee
91.74,26.88,29.02,26.82,57.91,6.74,168.27,coffee
104.36,31.93,30.42,24.98,58.6,6.76,162.8,coffee
98.82,27.6,26.97,26.33,60.72,7.05,157.5,coffee
86.09,25.71,29.6,26.43,51.72,6.76,168.42,coffee
94.71,27.87,28.75,24.59,58.37,6.54,172.03,coffee
94.12,22.99,33.54,26.7,52.55,6.52,162.65,coffee
102.59,20.05,32.32,26.53,61.93,7.16,167.11,coffee
103.59,35.29,32.2,24.45,62.53,6.55,168.21,coffee
103.81,20.58,29.76,25.83,58.25,6.84,174.63,coffee
99.76,28.62,32.77,26.09,60.8,6.46,171.76,coffee
102.64,33.92,30.09,23.23,53.2,6.97,145.38,coffee
103.49,28.07,29.67,25.38,56.54,6.75,145.08,coffee
97.02,25.88,29.55,26.65,59.48,7.06,190.18,coffee
106.84,30.17,30.65,26.58,60.36,7.05,170.55,coffee
97.12,31.98,30.18,25.37,58.1,6.8,178.67,coffee
107.11,29.27,31.2,27.09,59.4,6.42,185.15,coffee
95.76,24.05,26.41,26.21,53.51,6.52,170.0,coffee
105.78,24.24,29.73,24.41,57.81,6.83,146.84,coffee
98.05,20.18,32.27,26.14,63.17,7.14,139.96,coffee
97.13,18.03,36.28,25.31,64.15,6.38,178.67,coffee
114.86,27.2,27.98,25.33,51.09,6.74,174.95,coffee
99.71,26.08,31.06,26.26,53.36,6.78,209.26,coffee
89.32,27.07,33.88,26.88,57.95,6.81,157.46,coffee
94.02,27.13,29.44,25.64,57.01,6.37,156.62,coffee
113.72,27.91,29.34,26.44,59.37,7.31,157.42,coffee
105.6,23.73,31.01,25.84,59.77,6.6,143.94,coffee
102.26,30.64,29.75,25.86,59.85,6.78,153.24,coffee
100.14,40.99,30.62,26.31,61.75,6.67,185.0,coffee
97.67,32.78,29.33,24.3,61.46,6.42,168.88,coffee
90.45,25.9,27.14,29.03,53.38,6.75,181.8,coffee
108.29,31.76,29.37,27.19,63.65,6.81,162.61,coffee
97.57,22.95,32.47,27.14,56.46,6.7,154.45,coffee
99.74,27.82,31.89,24.57,56.61,7.12,147.67,coffee
89.9,25.07,29.34,27.44,63.7,7.09,174.92,coffee
107.57,24.06,29.6,24.26,59.16,6.96,160.36,coffee
110.49,21.79,31.0,23.94,60.38,6.97,152.94,coffee
104.41,22.7,26.67,26.2,66.98,6.45,183.47,coffee
100.35,20.82,27.74,25.52,58.38,6.36,121.5,coffee
